"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","2022-05-03 16:54:38.0","","","2019-07-25 15:41:37.0","2600","25","Animal Bite","2019-08-01 00:00:00.0","Animal Bite","1249350","","","CANCEL","MINNESOTA AVE","07"
"Cat","","2019-08-01 12:00:00.0","2019-09-03 15:04:05.023","2019-08-01 08:28:26.0","1200","41","Animal Bite","2019-08-08 00:00:00.0","Animal Bite","1251741","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-03-26 11:40:34.1","2020-03-26 11:40:34.1","2019-08-01 10:38:06.0","1200","41","Animal Bite","2019-08-08 00:00:00.0","Animal Bite","1251879","","","CLOSED","MACKLIND AVE","04"
"Dog","","2019-08-08 12:00:00.0","2019-08-16 14:37:25.05","2019-08-01 23:40:32.0","5400","06","Animal Bite","2019-08-08 00:00:00.0","Animal Bite","1252228","","","CLOSED","RHODES AVE","02"
"Dog","","2019-08-07 00:00:00.0","2019-08-22 10:59:25.327","2019-08-07 08:19:34.0","1000","74","Animal Bite","2019-08-14 00:00:00.0","Animal Bite","1254068","","","CLOSED","BITTNER ST","12"
"Cat","","2019-08-27 12:00:00.0","2019-10-09 15:39:50.1","2019-08-13 15:24:13.0","3900","15","Animal Bite","2019-08-20 00:00:00.0","Animal Bite","1256469","","","CLOSED","JUNIATA ST","06"
"Dog","","2019-08-14 12:00:00.0","2019-10-03 12:53:40.82","2019-08-13 15:41:23.0","7400","02","Animal Bite","2019-08-20 00:00:00.0","Animal Bite","1256474","","","CLOSED","MINNESOTA AVE","01"
"Dog","","2019-08-21 00:00:00.0","2019-09-24 11:28:31.373","2019-08-13 15:55:05.0","4700","17","Animal Bite","2019-08-20 00:00:00.0","Animal Bite","1256485","","","CLOSED","PENNSYLVANIA AVE","03"
"Dog","2022-05-03 16:54:38.0","","","2019-08-16 08:55:58.0","4100","38","Animal Bite","2019-08-23 00:00:00.0","Animal Bite","1257659","","","CANCEL","WASHINGTON AVE","09"
"Wildlife","","2020-12-30 10:02:33.0","2020-12-30 10:03:33.59","2019-08-29 10:31:44.0","4200","58","Animal Bite","2019-09-05 00:00:00.0","Animal Bite","1262684","","","CLOSED","W PAGE BLVD","12"
"Dog","","2019-09-09 12:00:00.0","2019-10-03 16:00:42.323","2019-09-03 14:13:34.0","3600","04","Animal Bite","2019-09-10 00:00:00.0","Animal Bite","1264085","","","CLOSED","TESSON ST","01"
"Dog","","2019-09-23 12:00:00.0","2019-10-10 17:00:45.44","2019-09-12 08:09:22.0","3200","30","Animal Bite","2019-09-19 00:00:00.0","Animal Bite","1267370","","","CLOSED","OREGON AVE","07"
"Cat","","2019-09-16 12:00:00.0","2019-10-14 16:56:58.623","2019-09-12 14:10:20.0","1500","43","Animal Bite","2019-09-19 00:00:00.0","Animal Bite","1267692","","","CLOSED","LOUISVILLE AVE","04"
"Dog","","2019-09-24 12:00:00.0","2019-10-21 13:47:17.61","2019-09-12 16:30:32.0","6600","08","Animal Bite","2019-09-19 00:00:00.0","Animal Bite","1267799","","","CLOSED","NOTTINGHAM AVE","02"
"Dog","2022-05-03 16:54:38.0","","","2019-09-16 11:52:08.0","5600","72","Animal Bite","2019-09-23 00:00:00.0","Animal Bite","1268694","","","CANCEL","LILLIAN AVE","13"
"Dog","2022-05-03 16:54:38.0","","","2019-09-23 11:42:30.0","700","74","Animal Bite","2019-09-30 00:00:00.0","Animal Bite","1271203","","","CANCEL","PONCE AVE","12"
"Dog","","2020-03-26 11:32:00.797","2020-03-26 11:32:00.797","2019-09-25 09:36:59.0","2700","37","Animal Bite","2019-10-02 00:00:00.0","Animal Bite","1272130","","","CLOSED","WALNUT PL","11"
"Dog","","2019-09-27 13:43:22.0","2019-09-27 13:43:22.373","2019-09-27 13:28:39.0","4000","04","Animal Bite","2019-10-04 00:00:00.0","Animal Bite","1273223","","","CLOSED","ALMA AVE","01"
"Dog","2022-05-03 16:54:38.0","","","2019-10-03 08:31:30.0","6700","01","Animal Bite","2019-10-10 00:00:00.0","Animal Bite","1274870","","","CANCEL","MINNESOTA AVE","01"
"Dog","","2019-10-19 00:00:00.0","2019-12-20 09:56:08.743","2019-10-08 10:29:42.0","4100","16","Animal Bite","2019-10-15 00:00:00.0","Animal Bite","1276456","","","CLOSED","S COMPTON AVE","03"
"Dog","","2019-11-04 00:00:00.0","2019-12-13 10:14:52.217","2019-10-15 08:19:06.0","6300","08","Animal Bite","2019-10-22 00:00:00.0","Animal Bite","1278713","","","CLOSED","BANCROFT AVE","02"
"Cat","","2019-12-13 13:11:25.607","2019-12-13 13:11:25.607","2019-10-15 08:49:21.0","6600","09","Animal Bite","2019-10-22 00:00:00.0","Animal Bite","1278740","","","CLOSED","WINONA AVE","04"
"Dog","","2019-11-04 00:00:00.0","2019-12-13 10:30:17.317","2019-10-17 15:22:13.0","4600","09","Animal Bite","2019-10-24 00:00:00.0","Animal Bite","1279757","","","CLOSED","JAMIESON AVE","04"
"Dog","2022-05-03 16:52:53.0","","","2019-10-21 16:20:58.0","1000","35","Animal Bite","2019-10-28 00:00:00.0","Animal Bite","1280742","","","CANCEL","WASHINGTON AVE","14"
"Dog","2022-05-03 16:52:53.0","","","2019-10-21 16:40:58.0","1800","73","Animal Bite","2019-10-28 00:00:00.0","Animal Bite","1280758","","","CANCEL","SWITZER AVE","13"
"Unknown or not provided","","2019-10-29 00:00:00.0","2019-11-15 11:25:42.677","2019-10-24 10:56:53.0","3800","77","Animal Bite","2019-10-31 00:00:00.0","Animal Bite","1281867","","","CLOSED","PAGE BLVD","11"
"Dog","","2019-11-14 00:00:00.0","2019-12-13 10:12:50.93","2019-10-29 11:04:34.0","8100","04","Animal Bite","2019-11-05 00:00:00.0","Animal Bite","1283167","","","CLOSED","CARLSBAD AVE","02"
"Dog","","2019-10-29 12:00:00.0","2019-12-27 15:43:38.883","2019-10-29 15:40:44.0","1500","43","Animal Bite","2019-11-05 00:00:00.0","Animal Bite","1283354","","","CLOSED","MCCAUSLAND AVE","04"
"Dog","","2019-11-07 12:00:00.0","2019-12-26 15:24:29.82","2019-11-05 16:01:35.0","3000","","Animal Bite","2019-11-12 00:00:00.0","Animal Bite","1285294","","","CLOSED","HICKORY ST","07"
"Cat","","2020-02-24 10:26:03.09","2020-02-24 10:26:03.09","2019-11-14 11:27:20.0","2700","22","Animal Bite","2019-11-21 00:00:00.0","Animal Bite","1287460","","","CLOSED","INDIANA AVE","08"
"Dog","","2020-02-11 12:33:56.523","2020-02-11 12:33:56.523","2019-11-25 12:38:20.0","2000","65","Animal Bite","2019-11-30 12:38:20.0","Animal Bite","1290338","","","CLOSED","SALISBURY ST","14"
"Dog","","2020-02-11 11:15:56.617","2020-02-11 11:15:56.617","2019-11-25 16:00:55.0","1200","41","Animal Bite","2019-11-30 16:00:55.0","Animal Bite","1290459","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-03-03 10:44:31.27","2020-03-03 10:44:31.27","2019-12-05 05:45:39.0","3800","16","Animal Bite","2019-12-12 00:00:00.0","Animal Bite","1292885","","","CLOSED","ALBERTA ST","03"
"Dog","","2019-12-10 12:00:00.0","2019-12-26 16:13:23.543","2019-12-09 11:25:32.0","3500","25","Animal Bite","2019-12-14 11:25:32.0","Animal Bite","1294030","","","CLOSED","VICTOR ST","07"
"Dog","","2020-02-11 15:59:26.537","2020-02-11 15:59:26.537","2019-12-09 12:54:49.0","5200","14","Animal Bite","2019-12-14 12:54:49.0","Animal Bite","1294088","","","CLOSED","PERNOD AVE","05"
"Dog","2022-05-03 16:52:53.0","","","2019-12-17 09:16:15.0","1200","48","Animal Bite","2019-12-22 09:16:15.0","Animal Bite","1296085","","","CANCEL","HAMILTON AVE","10"
"Dog","","2020-03-17 15:05:01.313","2020-03-17 15:05:01.313","2019-12-18 13:41:37.0","4700","16","Animal Bite","2019-12-23 13:41:37.0","Animal Bite","1296587","","","CLOSED","LOUISIANA AVE","03"
"Dog","2022-05-03 16:52:53.0","","","2019-12-20 15:57:30.0","6200","11","Animal Bite","2019-12-25 15:57:30.0","Animal Bite","1297350","","","CANCEL","MAGNOLIA AVE","04"
"Dog","","2020-03-17 15:23:07.433","2020-03-17 15:23:07.433","2019-12-23 12:08:00.0","4000","15","Animal Bite","2019-12-28 12:08:00.0","Animal Bite","1297672","","","CLOSED","PARKER AVE","06"
"Dog","","2020-03-25 10:19:24.497","2020-03-25 10:19:24.497","2019-12-24 15:50:18.0","4400","69","Animal Bite","2019-12-29 15:50:18.0","Animal Bite","1297932","","","CLOSED","PENROSE ST","11"
"Dog","","2020-03-17 15:10:56.013","2020-03-17 15:10:56.013","2019-12-30 16:55:53.0","4300","16","Animal Bite","2020-01-04 16:55:53.0","Animal Bite","1299110","","","CLOSED","DEWEY AVE","03"
"Dog","2022-05-03 16:52:53.0","","","2019-12-31 08:35:55.0","1000","74","Animal Bite","2020-01-05 08:35:55.0","Animal Bite","1299176","","","CANCEL","GARTH AVE","12"
"Dog","2022-05-03 16:37:33.0","","","2020-01-03 08:08:13.0","1700","12","Animal Bite","2020-01-08 08:08:13.0","Animal Bite","1299823","","","CANCEL","EDWARDS ST","05"
"Cat","","2020-02-11 10:52:36.873","2020-02-11 10:52:36.873","2020-01-09 16:32:27.0","1800","32","Animal Bite","2020-01-14 16:32:27.0","Animal Bite","1301888","","","CLOSED","RUTGER ST","08"
"Dog","","2020-03-24 15:15:29.0","2020-03-24 15:15:29.19","2020-01-28 11:31:22.0","3900","16","Animal Bite","2020-02-02 11:31:22.0","Animal Bite","1307133","","","CLOSED","OREGON AVE","03"
"Dog","","2020-03-10 11:47:10.417","2020-03-10 11:47:10.417","2020-02-01 17:44:00.0","1400","43","Animal Bite","2020-02-15 17:44:00.0","Animal Bite","1308437","","","CLOSED","CENTRAL AV","04"
"Cat","2022-05-03 16:33:21.0","","","2020-02-04 12:14:13.0","5600","01","Animal Bite","2020-02-09 12:14:13.0","Animal Bite","1309183","","","CANCEL","S COMPTON AVE","03"
"Dog","2022-05-03 16:33:21.0","","","2020-02-07 13:17:39.0","5800","14","Animal Bite","2020-02-12 13:17:39.0","Animal Bite","1310175","","","CANCEL","MARDEL AVE","05"
"Dog","2022-05-03 16:33:21.0","","","2020-02-10 08:58:25.0","4000","04","Animal Bite","2020-02-15 08:58:25.0","Animal Bite","1310528","","","CANCEL","HOLLY HILLS AVE","01"
"Dog","2022-05-03 16:33:21.0","","","2020-02-10 09:05:43.0","200","35","Animal Bite","2020-02-15 09:05:43.0","Animal Bite","1310536","","","CANCEL","N 9TH ST","14"
"Dog","","2020-03-24 15:33:53.853","2020-03-24 15:33:53.853","2020-02-12 08:43:22.0","4400","05","Animal Bite","2020-02-17 08:43:22.0","Animal Bite","1311275","","","CLOSED","ELLENWOOD AVE","02"
"Dog","2022-05-03 16:33:21.0","","","2020-02-12 12:29:28.0","3900","03","Animal Bite","2020-02-17 12:29:28.0","Animal Bite","1311419","","","CANCEL","BOWEN ST","01"
"Cat","2022-05-03 16:31:27.0","","","2020-02-20 16:03:55.0","2200","13","Animal Bite","2020-02-25 16:03:55.0","Animal Bite","1313807","","","CANCEL","S VANDEVENTER AVE","05"
"Dog","2022-05-03 16:26:42.0","","","2020-03-02 12:42:49.0","1100","44","Animal Bite","2020-03-07 12:42:49.0","Animal Bite","1316784","","","CANCEL","BLENDON PL","04"
"Dog","2022-05-03 16:26:42.0","","","2020-03-09 13:48:12.0","","28","Animal Bite","2020-03-14 13:48:12.0","Animal Bite","1319141","-10046316.94225600","4668560.31355380","CANCEL","S VANDEVENTER AVE & CHOUTEAU AVE","09"
"Dog","2022-05-03 16:26:42.0","","","2020-03-10 10:37:32.0","5600","13","Animal Bite","2020-03-15 10:37:32.0","Animal Bite","1319470","","","CANCEL","SOUTHWEST AVE","05"
"Dog","","2020-04-03 17:06:19.337","2020-04-03 17:06:19.337","2020-03-17 16:40:59.0","4400","05","Animal Bite","2020-03-22 16:40:59.0","Animal Bite","1322034","","","CLOSED","TAFT AVE","02"
"Dog","2022-05-03 16:26:42.0","","","2020-03-18 14:01:03.0","4100","28","Animal Bite","2020-03-23 14:01:03.0","Animal Bite","1322263","","","CANCEL","MCREE AVE","07"
"Dog","","2020-04-03 16:30:20.14","2020-04-03 16:30:20.14","2020-03-19 12:30:53.0","4000","15","Animal Bite","2020-03-24 12:30:53.0","Animal Bite","1322542","","","CLOSED","WYOMING ST","06"
"Cat","","2020-06-16 11:00:19.393","2020-06-16 11:00:19.393","2020-03-23 10:00:32.0","3400","19","Animal Bite","2020-03-28 10:00:32.0","Animal Bite","1323305","","","CLOSED","OHIO AVE","07"
"Dog","","2020-05-07 14:53:32.287","2020-05-07 14:53:32.287","2020-04-07 13:06:06.0","4100","04","Animal Bite","2020-04-12 13:06:06.0","Animal Bite","1327552","","","CLOSED","TYROLEAN AVE","01"
"Dog","2022-05-03 16:26:42.0","","","2020-04-08 10:34:19.0","3900","38","Animal Bite","2020-04-13 10:34:19.0","Animal Bite","1327812","","","CANCEL","W PINE BLVD","09"
"Dog","2022-05-03 16:26:42.0","","","2020-04-10 16:43:16.0","1100","44","Animal Bite","2020-04-15 16:43:16.0","Animal Bite","1328817","","","CANCEL","FOREST AVE","04"
"Dog","","2020-05-04 15:49:04.253","2020-05-04 15:49:04.253","2020-04-12 12:07:07.0","4200","28","Animal Bite","2020-04-17 12:07:07.0","Animal Bite","1328982","","","CLOSED","LAFAYETTE AVE","07"
"Dog","","2020-04-23 15:59:31.14","2020-04-23 15:59:31.14","2020-04-13 10:30:36.0","6600","01","Animal Bite","2020-04-18 10:30:36.0","Animal Bite","1329125","","","CLOSED","MINNESOTA AVE","01"
"Dog","","2020-06-16 11:26:54.217","2020-06-16 11:26:54.217","2020-04-15 09:24:15.0","3800","16","Animal Bite","2020-04-20 09:24:15.0","Animal Bite","1329740","","","CLOSED","NEOSHO ST","03"
"Dog","2022-05-03 16:26:42.0","","","2020-04-16 09:46:41.0","3600","15","Animal Bite","2020-04-21 09:46:41.0","Animal Bite","1330147","","","CANCEL","CONNECTICUT AVE","06"
"Dog","","2020-06-12 13:49:47.897","2020-06-12 13:49:47.897","2020-04-17 13:26:09.0","4900","13","Animal Bite","2020-04-22 13:26:09.0","Animal Bite","1330720","","","CLOSED","BOTANICAL AVE","05"
"Dog","","2020-05-14 14:41:35.91","2020-05-14 14:41:35.91","2020-04-20 09:16:20.0","1000","35","Animal Bite","2020-04-25 09:16:20.0","Animal Bite","1331259","","","CLOSED","WASHINGTON AVE","14"
"Dog","","2020-05-08 15:31:29.137","2020-05-08 15:31:29.137","2020-04-22 16:17:26.0","4500","05","Animal Bite","2020-04-27 16:17:26.0","Animal Bite","1332309","","","CLOSED","NEWPORT AVE","01"
"Dog","","2020-05-21 14:24:30.757","2020-05-21 14:24:30.757","2020-04-23 16:47:43.0","2300","24","Animal Bite","2020-04-28 16:47:43.0","Animal Bite","1332692","","","CLOSED","TEXAS AVE","07"
"Dog","","2014-01-08 13:48:58.78","2014-01-08 13:48:58.78","2013-10-24 15:04:41.6","3600","15","Animal Bite","2013-10-31 00:00:00.0","Animal Bite","543114","","","CLOSED","JUNIATA ST","06"
"Cat","","2013-11-14 14:33:14.303","2013-11-14 14:33:14.303","2013-11-04 08:17:39.0","4900","07","Animal Bite","2013-11-12 00:00:00.0","Animal Bite","545571","","","CLOSED","DELOR","05"
"Dog","","2013-11-20 13:52:25.407","2013-11-20 13:52:25.407","2013-11-04 15:42:40.977","5500","","Animal Bite","2013-11-12 00:00:00.0","Animal Bite","545875","","","CLOSED","WINONA","16"
"Dog","","2013-12-09 14:19:51.14","2013-12-09 14:19:51.14","2013-11-12 09:49:09.487","7800","74","Animal Bite","2013-11-19 00:00:00.0","Animal Bite","547741","","","CLOSED","N BROADWAY","12"
"Dog","","2013-12-02 13:19:06.0","2013-12-02 13:19:06.297","2013-11-18 10:41:04.0","","15","Animal Bite","2013-11-25 00:00:00.0","Animal Bite","549867","-10046193.59970900","4664595.80221530","CLOSED","CONNECTICUT AVE & S SPRING AVE","06"
"Dog","","2013-11-26 13:43:56.233","2013-11-26 13:43:56.233","2013-11-25 09:27:15.173","3600","","Animal Bite","2013-12-04 00:00:00.0","Animal Bite","551922","","","CLOSED","N 25TH","03"
"Dog","","2014-01-08 14:37:23.717","2014-01-08 14:37:23.717","2013-12-03 12:11:50.0","5100","51","Animal Bite","2013-12-10 00:00:00.0","Animal Bite","553525","","","CLOSED","PAGE","10"
"Dog","","2014-01-08 14:34:07.523","2014-01-08 14:34:07.523","2013-12-11 10:08:37.0","3500","19","Animal Bite","2013-12-18 00:00:00.0","Animal Bite","555451","","","CLOSED","TENNESSEE AVE","07"
"Dog","","2014-01-08 14:34:47.867","2014-01-08 14:34:47.867","2013-12-16 10:23:24.593","5200","","Animal Bite","2013-12-23 00:00:00.0","Animal Bite","556187","","","CLOSED","LANSDOWNE","14"
"Dog","","2014-01-14 13:33:00.0","2014-02-21 13:34:45.85","2014-01-11 21:23:56.0","4600","17","Animal Bite","2014-01-20 00:00:00.0","Animal Bite","564333","","","CLOSED","OREGON AV","08"
"Dog","","2014-01-23 00:00:00.0","2014-02-13 09:59:19.547","2014-01-16 08:32:08.0","3600","04","Animal Bite","2014-01-23 00:00:00.0","Animal Bite","566168","","","CLOSED","FRENCH AVE","01"
"Dog","","2014-01-20 00:00:00.0","2014-02-13 10:00:29.83","2014-01-16 09:45:38.423","3700","","Animal Bite","2014-01-23 00:00:00.0","Animal Bite","566240","","","CLOSED","ITASKA","25"
"Dog","","2014-01-20 14:57:00.0","2014-01-29 14:58:11.637","2014-01-21 08:36:06.47","8100","02","Animal Bite","2014-01-28 00:00:00.0","Animal Bite","567142","","","CLOSED","MICHIGAN AVE","01"
"Dog","","2014-02-24 00:00:00.0","2014-03-03 15:27:15.147","2014-02-11 09:16:05.777","5600","14","Animal Bite","2014-02-18 00:00:00.0","Animal Bite","573105","","","CLOSED","PERNOD AVE","05"
"Dog","","2014-03-03 15:59:00.0","2014-03-03 16:00:45.813","2014-02-20 10:38:06.0","5800","48","Animal Bite","2014-02-27 00:00:00.0","Animal Bite","575523","","","CLOSED","MAPLE AVE","10"
"Dog","","2014-03-13 00:00:00.0","2014-03-21 14:52:52.803","2014-03-06 12:23:01.713","4500","","Animal Bite","2014-03-13 00:00:00.0","Animal Bite","580740","","","CLOSED","GREER AVE","04"
"Dog","","2014-03-01 00:00:00.0","2014-03-06 12:26:26.627","2014-03-06 12:25:02.0","3600","18","Animal Bite","2014-03-13 00:00:00.0","Animal Bite","580745","","","CLOSED","ILLINOIS AVE","08"
"Cat","","2014-03-14 00:00:00.0","2014-03-28 13:55:19.84","2014-03-07 08:44:28.533","3100","","Animal Bite","2014-03-14 00:00:00.0","Animal Bite","581079","","","CLOSED","WATSON","23"
"Dog","","2014-03-10 00:00:00.0","2014-03-11 14:36:33.577","2014-03-10 14:47:15.01","3400","19","Animal Bite","2014-03-17 00:00:00.0","Animal Bite","581931","","","CLOSED","OHIO AVE","07"
"Dog","","2014-03-26 00:00:00.0","2014-04-10 14:38:34.68","2014-03-19 12:32:41.953","4500","","Animal Bite","2014-03-26 00:00:00.0","Animal Bite","585337","","","CLOSED","CHOUTEAU","17"
"Dog","","2014-03-25 00:00:00.0","2014-04-16 13:30:46.43","2014-03-20 18:53:28.0","8100","02","Animal Bite","2014-03-28 00:00:00.0","Animal Bite","585914","","","CLOSED","PENNSYLVANIA AV","01"
"Dog","","2014-03-21 09:13:41.623","2014-03-21 09:13:18.107","2014-03-21 09:08:59.963","1200","","Animal Bite","2014-03-28 00:00:00.0","Animal Bite","586036","","","CLOSED","MACKLIND","17"
"Cat","","2014-03-21 00:00:00.0","2014-08-14 09:25:18.303","2014-03-31 16:24:09.233","6400","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589382","","","CLOSED","WOODBINE CT","12"
"Dog","","2014-04-18 00:00:00.0","2014-04-22 13:42:12.637","2014-04-18 09:02:21.793","5300","40","Animal Bite","2014-04-25 00:00:00.0","Animal Bite","596240","","","CLOSED","MANCHESTER AVE","09"
"Dog","","2014-04-21 13:23:44.0","2014-05-08 13:24:00.247","2014-04-21 15:56:36.697","7400","04","Animal Bite","2014-04-28 00:00:00.0","Animal Bite","597234","","","CLOSED","MORGAN FORD RD","01"
"Unknown or not provided","2022-09-30 16:22:20.0","2014-04-28 09:04:57.0","","2014-04-25 16:19:50.0","","","Animal Bite","2014-05-02 00:00:00.0","Animal Bite","599186","","","CANCEL","UNKNOWN",""
"Dog","","2014-04-28 13:13:46.0","2014-05-08 13:13:57.487","2014-04-28 15:41:29.0","800","74","Animal Bite","2014-05-06 00:00:00.0","Animal Bite","599931","","","CLOSED","WALL ST","13"
"Dog","","2014-04-04 13:25:00.0","2014-04-04 13:39:21.223","2014-03-31 15:37:15.867","5100","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589341","","","CLOSED","EICHELBERGER","14"
"Dog","","2014-04-02 00:00:00.0","2014-04-14 14:15:01.757","2014-03-31 16:30:26.817","1700","","Animal Bite","2014-04-07 00:00:00.0","Animal Bite","589390","","","CLOSED","GRAPE","27"
"Dog","","2014-04-01 13:36:18.0","2014-05-08 13:36:34.473","2014-04-01 12:54:46.387","3400","25","Animal Bite","2014-04-08 00:00:00.0","Animal Bite","589756","","","CLOSED","S GRAND BLVD","07"
"Dog","","2014-04-18 00:00:00.0","2014-04-21 14:47:23.303","2014-04-09 13:55:48.0","3600","19","Animal Bite","2014-04-16 00:00:00.0","Animal Bite","592906","","","CLOSED","OREGON AVE","07"
"Dog","","2014-04-23 00:00:00.0","2014-08-14 09:27:32.313","2014-04-16 10:34:44.673","5200","72","Animal Bite","2014-04-23 00:00:00.0","Animal Bite","595347","","","CLOSED","WREN AVE","13"
"Dog","","2014-04-17 00:00:00.0","2014-04-24 15:34:03.777","2014-04-16 13:09:59.95","4700","55","Animal Bite","2014-04-23 00:00:00.0","Animal Bite","595438","","","CLOSED","ASHLAND CT","12"
"Dog","","2014-04-24 16:55:45.063","2014-04-24 17:00:44.567","2014-04-17 12:57:58.173","1200","48","Animal Bite","2014-04-24 00:00:00.0","Animal Bite","595910","","","CLOSED","AMHERST PL","10"
"Cat","","2014-04-25 00:00:00.0","2014-05-07 16:38:59.627","2014-04-23 14:02:49.5","3800","","Animal Bite","2014-04-30 00:00:00.0","Animal Bite","598078","","","CLOSED","FILLMORE","13"
"Dog","","2014-05-05 00:00:00.0","2014-05-08 13:18:44.197","2014-04-28 09:28:02.423","5200","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599537","","","CLOSED","VERNON","26"
"Dog","","2014-04-28 13:15:26.0","2014-05-08 13:15:36.24","2014-04-28 14:11:41.16","4900","","Animal Bite","2014-05-05 00:00:00.0","Animal Bite","599865","","","CLOSED","WINONA","14"
"Dog","","2014-04-30 13:10:29.0","2014-05-08 13:10:40.203","2014-04-30 08:51:11.0","8800","74","Animal Bite","2014-05-07 00:00:00.0","Animal Bite","600608","","","CLOSED","JORDAN AVE","13"
"Dog","","2014-05-09 00:00:00.0","2014-05-16 15:49:49.087","2014-04-30 14:33:23.827","7000","","Animal Bite","2014-05-07 00:00:00.0","Animal Bite","600892","","","CLOSED","SOUTHLAND","16"
"Dog","","2014-05-07 16:14:10.0","2014-10-17 16:14:30.83","2014-05-07 08:52:42.007","5500","","Animal Bite","2014-05-14 00:00:00.0","Animal Bite","603334","","","CLOSED","LABADIE","22"
